1533258236.587439,30.437161,114.093056,0.000000
1533258236.588137,30.437161,114.093056,0.000000
1533258236.685460,30.437161,114.093056,6.175068
1533258236.685792,30.437161,114.093056,6.175068
1533258236.784006,30.437161,114.093057,6.175031
1533258236.784339,30.437161,114.093057,6.175031
1533258236.882551,30.437161,114.093057,6.174475
1533258236.882891,30.437161,114.093057,6.174475
1533258236.981127,30.437161,114.093058,6.174208
1533258236.981450,30.437161,114.093058,6.174208
1533258237.081913,30.437161,114.093058,6.174797
1533258237.082270,30.437161,114.093058,6.174797
1533258237.180624,30.437161,114.093059,6.174903
1533258237.180986,30.437161,114.093059,6.174903
1533258237.279276,30.437160,114.093059,6.174478
1533258237.279605,30.437160,114.093059,6.174478
1533258237.377811,30.437160,114.093060,6.175136
1533258237.378150,30.437160,114.093060,6.175136
1533258237.476363,30.437161,114.093055,6.175329
1533258237.476654,30.437161,114.093055,6.175329
1533258237.574868,30.437161,114.093054,6.174806
1533258237.575217,30.437161,114.093054,6.174806
1533258237.673438,30.437161,114.093053,6.175073
1533258237.673771,30.437161,114.093053,6.175073
1533258237.772065,30.437161,114.093053,6.175521
1533258237.772375,30.437161,114.093053,6.175521
1533258237.870574,30.437161,114.093053,6.175803
1533258237.870862,30.437161,114.093053,6.175803
1533258237.969059,30.437161,114.093053,6.176195
1533258237.969365,30.437161,114.093053,6.176195
1533258238.067561,30.437161,114.093053,6.176764
1533258238.067808,30.437161,114.093053,6.176764
1533258238.165997,30.437161,114.093053,6.177205
1533258238.166250,30.437161,114.093053,6.177205
1533258238.264435,30.437161,114.093053,6.177253
1533258238.264665,30.437161,114.093053,6.177253
1533258238.362865,30.437161,114.093053,6.177312
1533258238.363141,30.437161,114.093053,6.177312
1533258238.461351,30.437161,114.093053,6.177535
1533258238.461796,30.437161,114.093053,6.177535
1533258238.559996,30.437161,114.093053,6.176423
1533258238.560281,30.437161,114.093053,6.176423
1533258238.658477,30.437161,114.093053,6.175427
1533258238.658761,30.437161,114.093053,6.175427
1533258238.756954,30.437161,114.093053,6.174925
1533258238.757260,30.437161,114.093053,6.174925
1533258238.855455,30.437161,114.093053,6.173294
1533258238.855738,30.437161,114.093053,6.173294
1533258238.953940,30.437161,114.093053,6.172632
1533258238.954251,30.437161,114.093053,6.172632
1533258239.052451,30.437161,114.093053,6.171640
1533258239.052739,30.437161,114.093053,6.171640
1533258239.150942,30.437161,114.093053,6.171371
1533258239.151254,30.437161,114.093053,6.171371
1533258239.249462,30.437161,114.093053,6.170192
1533258239.249807,30.437161,114.093053,6.170192
1533258239.348012,30.437161,114.093053,6.167312
1533258239.348270,30.437161,114.093053,6.167312
1533258239.446459,30.437161,114.093053,6.164784
1533258239.446696,30.437161,114.093053,6.164784
1533258239.544880,30.437161,114.093053,6.169249
1533258239.545141,30.437161,114.093053,6.169249
1533258239.643331,30.437161,114.093053,6.171883
1533258239.643564,30.437161,114.093053,6.171883
1533258239.741754,30.437161,114.093053,6.173149
1533258239.741990,30.437161,114.093053,6.173149
